questionsAnswered,correct_answers,timeSpent,halfCorrect,reversed,questionsSkipped,answerChanges,flaggedQuestions,label
35,33,16.69,1,1,15,5,5,fort
39,36,12.85,0,1,6,6,5,très fort
36,32,15.91,0,0,11,2,4,fort
32,29,15.71,1,1,5,6,2,fort
40,38,13.21,2,0,4,3,1,fort
34,30,14.5,2,1,9,1,5,fort
30,29,15.86,1,0,17,0,1,fort
36,36,17.34,0,0,19,3,2,fort
30,30,17.73,0,0,2,6,1,fort
32,30,12.1,0,0,3,1,3,fort
35,35,17.64,0,0,4,4,5,fort
30,27,17.84,1,0,5,0,4,fort
34,32,18.15,1,0,2,1,1,fort
32,30,11.91,1,1,15,1,4,fort
36,36,19.68,0,0,14,2,4,fort
36,35,13.96,0,1,7,1,5,très fort
38,38,10.1,0,0,18,0,3,très fort
33,31,12.6,0,1,5,6,0,fort
35,34,17.52,0,1,2,5,5,fort
36,35,16.31,1,0,9,0,2,fort
37,37,14.09,0,0,13,3,4,très fort
32,32,10.91,0,0,11,4,0,fort
40,38,13.56,2,0,12,6,5,fort
34,34,13.04,0,0,12,3,1,fort
38,38,14.52,0,0,8,4,4,très fort
30,27,12.43,1,0,4,2,4,fort
37,32,18.32,1,1,15,3,5,fort
35,33,15.65,2,0,1,0,0,fort
33,32,11.87,0,0,17,2,3,fort
35,32,13.71,1,1,4,0,1,fort
37,33,11.0,1,1,1,3,2,fort
36,36,15.89,0,0,5,5,0,fort
39,39,16.98,0,0,20,2,5,fort
39,39,14.46,0,0,0,1,1,très fort
34,34,16.75,0,0,1,0,5,fort
35,33,15.42,1,0,12,5,2,fort
39,38,18.24,1,0,17,0,3,fort
39,39,18.74,0,0,14,1,2,fort
33,33,15.17,0,0,6,0,1,fort
34,31,15.55,2,0,0,1,5,fort
35,30,18.26,0,0,9,1,4,fort
38,38,15.12,0,0,11,2,2,fort
34,29,10.38,0,0,16,5,0,fort
36,35,18.18,0,1,13,2,2,fort
32,32,12.22,0,0,12,6,2,fort
38,37,19.88,0,0,12,0,2,fort
34,32,10.86,0,0,9,3,4,fort
37,36,17.98,1,0,9,1,4,fort
31,30,15.93,0,0,12,4,4,fort
30,27,18.35,1,1,16,2,3,fort
36,35,16.05,1,0,7,2,2,fort
31,28,11.1,0,1,5,4,2,fort
38,36,12.69,1,0,6,1,5,fort
32,29,16.91,2,1,2,2,1,fort
38,37,13.4,0,0,19,4,2,très fort
34,31,18.41,2,1,0,0,0,fort
35,32,17.42,2,1,6,3,1,fort
31,31,18.46,0,0,2,4,5,fort
34,34,12.24,0,0,13,5,0,fort
35,35,19.45,0,0,17,3,5,fort
31,30,11.61,0,0,16,0,5,fort
32,28,17.96,1,1,1,6,5,fort
36,34,12.6,2,0,3,3,4,fort
36,34,14.93,2,0,1,4,0,fort
39,35,15.63,0,2,19,2,0,fort
31,27,13.92,1,2,6,0,1,fort
34,32,16.24,0,0,12,3,1,fort
40,39,13.09,1,0,0,5,2,fort
33,33,17.92,0,0,2,5,2,fort
40,39,18.01,1,0,10,5,0,fort
32,31,19.78,0,0,0,6,4,fort
36,36,12.72,0,0,5,4,4,très fort
34,34,15.2,0,0,12,1,2,fort
32,29,16.57,2,1,18,1,1,fort
37,36,16.13,0,0,18,0,2,fort
37,36,12.42,0,0,2,5,0,très fort
35,31,14.77,2,1,9,1,5,fort
33,32,13.05,1,0,7,4,2,fort
33,31,14.71,1,0,20,1,2,fort
32,30,10.16,0,2,17,4,3,fort
35,32,12.98,1,1,2,1,5,fort
30,30,14.57,0,0,2,3,0,fort
30,28,10.31,1,0,19,6,5,fort
30,29,13.37,0,0,2,6,1,fort
34,34,14.12,0,0,17,1,1,fort
37,35,17.52,1,0,18,2,1,fort
32,32,10.27,0,0,11,4,0,fort
33,30,16.44,2,0,19,2,2,fort
31,30,14.05,0,1,17,0,5,fort
34,31,13.8,1,0,12,3,3,fort
30,30,18.51,0,0,3,4,5,fort
31,29,19.7,1,1,11,3,1,fort
30,30,10.13,0,0,11,5,1,fort
38,35,17.01,0,2,18,3,5,fort
38,36,11.0,2,0,8,2,3,fort
34,29,17.9,2,0,7,5,5,fort
35,30,16.6,0,0,7,1,0,fort
31,30,15.93,0,1,11,3,0,fort
33,32,18.56,1,0,10,1,4,fort
40,36,17.19,1,0,10,6,0,fort
31,29,15.54,2,0,2,2,2,fort
34,30,16.81,2,0,16,1,5,fort
33,32,14.33,0,1,10,0,4,fort
37,33,16.37,1,1,1,4,5,fort
39,37,14.94,2,0,10,1,3,fort
32,28,16.14,1,2,10,1,2,fort
35,33,10.65,1,0,4,2,3,fort
31,27,10.83,2,1,1,4,5,fort
31,30,11.06,1,0,7,2,3,fort
33,33,19.86,0,0,14,4,4,fort
35,35,14.91,0,0,13,0,3,fort
37,36,18.19,0,0,8,5,3,fort
40,39,12.47,1,0,13,0,1,fort
34,31,10.64,1,2,3,0,5,fort
35,34,16.94,0,0,17,3,4,fort
38,34,12.67,1,1,5,3,2,fort
35,30,18.12,1,0,8,2,1,fort
33,31,13.38,1,1,12,2,3,fort
31,31,13.2,0,0,12,5,4,fort
36,36,15.95,0,0,19,3,4,fort
30,30,10.38,0,0,3,2,2,fort
33,32,19.3,0,0,7,4,2,fort
35,35,13.57,0,0,8,1,4,fort
30,29,16.65,0,1,1,4,2,fort
36,32,17.7,2,2,11,1,3,fort
37,32,17.03,2,2,19,0,0,fort
36,33,12.27,1,0,11,3,1,fort
35,35,19.07,0,0,15,3,2,fort
39,35,13.37,1,2,6,2,4,fort
30,29,19.34,0,1,7,1,3,fort
36,33,16.76,2,0,5,5,4,fort
36,33,15.9,0,0,18,1,0,fort
30,27,11.86,1,2,13,3,0,fort
36,33,19.61,0,0,17,2,2,fort
39,36,18.77,0,0,9,3,5,fort
40,36,15.93,0,0,11,3,0,fort
35,34,19.57,0,1,11,1,3,fort
34,30,13.04,0,1,4,4,2,fort
33,32,16.7,0,0,17,3,5,fort
35,31,19.69,1,2,14,0,3,fort
36,33,15.78,0,0,19,5,3,fort
37,36,15.42,0,1,6,4,0,fort
32,32,18.82,0,0,5,0,2,fort
34,32,16.46,2,0,6,3,2,fort
38,37,17.9,1,0,0,2,5,fort
36,35,14.5,0,0,7,0,1,très fort
40,36,18.36,2,1,14,0,0,fort
34,32,15.14,0,1,19,4,3,fort
31,31,15.29,0,0,14,6,2,fort
38,34,18.71,2,2,19,5,4,fort
35,33,11.57,0,0,9,1,1,fort
39,37,11.34,1,1,19,6,5,fort
36,36,17.8,0,0,7,5,1,fort
37,32,17.48,1,0,16,4,3,fort
36,31,19.5,1,0,11,5,2,fort
34,30,13.11,1,0,6,2,4,fort
34,32,14.61,0,1,20,6,4,fort
35,30,13.36,1,0,13,6,1,fort
33,32,10.98,1,0,14,2,2,fort
35,35,14.78,0,0,14,1,4,fort
39,35,15.44,0,1,4,3,4,fort
31,29,16.01,2,0,18,0,3,fort
32,31,15.99,0,1,7,0,2,fort
34,33,12.75,1,0,15,1,4,fort
30,29,11.38,1,0,5,3,0,fort
36,36,10.45,0,0,19,1,5,très fort
39,38,11.02,1,0,4,5,0,fort
36,31,17.16,1,0,0,5,2,fort
31,30,18.84,0,0,7,4,4,fort
33,30,18.77,1,1,14,1,4,fort
30,30,14.97,0,0,16,5,3,fort
33,29,15.65,1,1,19,1,2,fort
33,33,11.26,0,0,6,6,5,fort
37,37,11.37,0,0,2,2,3,très fort
33,29,13.88,0,1,1,4,4,fort
35,34,14.17,0,0,10,0,0,fort
36,34,16.68,1,1,19,4,3,fort
32,32,17.84,0,0,3,0,5,fort
35,33,12.72,0,0,0,1,1,fort
37,36,17.29,0,1,3,4,4,fort
37,34,14.69,0,2,3,1,0,fort
40,39,10.79,1,0,10,6,0,fort
32,31,19.03,0,1,11,4,1,fort
32,32,17.49,0,0,12,0,0,fort
40,38,15.23,1,1,13,4,0,fort
32,32,11.28,0,0,16,2,3,fort
36,33,11.09,1,0,3,0,3,fort
40,35,19.34,2,0,7,3,3,fort
30,26,10.87,0,0,3,0,5,fort
40,39,15.95,1,0,14,0,5,fort
34,30,10.62,2,0,2,1,1,fort
34,31,16.65,2,1,16,1,5,fort
40,37,12.92,0,2,7,1,5,fort
40,39,12.28,0,0,11,1,2,très fort
36,33,10.53,0,1,11,3,0,très fort
36,31,15.97,2,2,11,2,5,fort
40,39,14.66,0,1,7,5,5,très fort
31,28,11.61,2,1,10,6,1,fort
36,36,17.57,0,0,3,1,5,fort
34,29,17.1,2,2,1,5,5,fort
33,30,10.79,2,0,15,3,2,fort
36,33,14.24,0,1,17,0,0,très fort
30,29,17.8,0,1,11,1,3,fort
35,35,15.77,0,0,13,3,0,fort
39,39,17.46,0,0,16,3,5,fort
34,34,14.65,0,0,1,1,3,fort
34,30,17.01,1,2,13,6,3,fort
33,29,16.35,1,0,11,5,4,fort
39,36,11.19,1,2,17,3,2,fort
34,34,10.81,0,0,1,6,1,fort
34,31,19.16,2,0,15,1,4,fort
35,34,14.26,1,0,16,3,1,fort
31,29,16.87,2,0,15,6,5,fort
30,29,17.38,1,0,16,3,2,fort
32,32,14.51,0,0,19,5,3,fort
30,27,10.31,1,1,4,1,0,fort
30,28,16.28,2,0,0,5,0,fort
31,29,15.81,1,1,20,4,1,fort
30,30,15.22,0,0,14,5,3,fort
31,27,14.91,2,1,19,2,0,fort
37,37,12.28,0,0,9,0,1,très fort
32,32,10.2,0,0,15,1,5,fort
35,33,14.68,0,1,11,6,3,fort
37,34,18.22,2,1,6,1,3,fort
35,33,14.68,1,0,13,2,3,fort
31,29,14.27,1,0,2,4,5,fort
33,32,11.49,1,0,16,1,0,fort
32,31,19.95,0,1,11,2,0,fort
32,32,13.35,0,0,7,2,4,fort
32,28,15.73,0,0,6,5,0,fort
35,33,18.36,2,0,15,3,5,fort
30,29,12.46,0,1,7,4,2,fort
34,33,11.55,0,0,19,0,5,fort
34,33,15.39,0,1,12,3,5,fort
33,31,13.83,0,0,16,3,5,fort
37,37,15.06,0,0,13,4,2,fort
38,33,19.11,2,1,20,1,5,fort
33,32,10.63,0,1,17,3,1,fort
30,30,15.51,0,0,16,1,5,fort
39,38,14.05,1,0,11,2,2,fort
38,37,15.15,0,1,4,1,3,fort
36,36,10.51,0,0,7,0,2,très fort
34,33,16.15,0,1,16,4,3,fort
36,35,19.53,1,0,17,1,3,fort
30,27,17.3,1,1,7,2,5,fort
33,33,13.65,0,0,15,3,4,fort
32,31,19.2,1,0,14,4,5,fort
36,34,12.93,1,1,19,0,4,fort
36,34,16.47,1,0,9,0,2,fort
38,35,11.87,2,0,14,0,5,fort
32,32,11.53,0,0,17,0,5,fort
40,39,19.88,1,0,4,5,2,fort
31,29,13.93,1,0,9,3,0,fort
34,34,18.76,0,0,4,4,2,fort
40,39,11.62,0,1,19,1,0,très fort
34,34,10.29,0,0,1,6,2,fort
34,33,15.25,0,1,10,4,3,fort
31,29,17.31,1,0,10,6,1,fort
33,30,15.66,0,1,4,5,0,fort
39,37,12.02,2,0,17,6,0,fort
40,37,12.4,2,1,0,6,2,fort
30,29,17.3,1,0,14,5,1,fort
30,29,10.73,1,0,15,5,1,fort
32,32,10.2,0,0,6,4,0,fort
34,30,19.64,2,2,9,0,4,fort
34,31,12.62,1,2,3,2,1,fort
36,33,11.3,2,1,14,3,4,fort
39,39,14.54,0,0,7,0,3,très fort
32,29,10.9,2,0,8,4,4,fort
31,31,13.98,0,0,8,0,4,fort
33,31,13.41,0,0,8,3,0,fort
30,28,15.8,2,0,5,0,3,fort
38,37,17.79,0,1,19,0,1,fort
35,30,14.25,1,2,2,6,5,fort
37,37,16.59,0,0,18,2,3,fort
31,31,16.71,0,0,16,1,3,fort
34,34,10.44,0,0,0,6,2,fort
38,37,10.79,1,0,3,3,0,fort
39,38,15.41,0,1,10,3,3,fort
36,33,12.26,1,0,17,6,1,fort
30,26,15.41,2,1,7,5,3,fort
32,28,19.64,1,2,3,0,0,fort
31,29,17.65,2,0,3,2,4,fort
33,30,11.37,1,1,5,1,2,fort
38,37,17.02,1,0,12,3,5,fort
31,30,13.87,0,1,10,1,1,fort
30,29,10.72,1,0,4,3,5,fort
35,35,10.19,0,0,7,4,2,fort
34,34,13.72,0,0,17,3,3,fort
37,37,18.05,0,0,9,4,4,fort
32,29,12.97,0,1,18,1,3,fort
32,28,17.49,0,2,1,6,4,fort
32,28,19.74,1,0,16,3,4,fort
36,32,14.32,2,0,17,1,2,fort
39,38,15.17,0,1,1,5,0,fort
31,27,18.73,2,0,9,1,0,fort
30,27,12.23,1,0,4,6,2,fort
33,31,19.91,1,0,0,4,0,fort
35,30,13.9,1,0,19,6,1,fort
30,29,13.36,0,1,5,1,2,fort
37,36,19.34,0,1,2,1,5,fort
31,28,12.4,2,0,8,2,2,fort
40,34,12.4,0,1,0,4,5,fort
32,31,17.53,0,1,5,6,0,fort
30,30,11.95,0,0,12,3,4,fort
33,33,16.89,0,0,17,2,1,fort
38,37,14.15,0,0,15,0,1,très fort
40,38,10.62,0,0,20,1,3,très fort
40,37,12.89,0,0,7,4,2,très fort
32,32,18.17,0,0,17,6,1,fort
31,30,15.18,1,0,12,5,5,fort
39,36,16.52,1,1,4,3,1,fort
34,33,13.66,1,0,14,4,0,fort
40,38,11.75,0,2,3,3,4,fort
33,31,10.44,2,0,12,4,4,fort
37,37,14.94,0,0,3,3,3,très fort
32,30,14.76,1,1,13,6,3,fort
38,37,19.45,0,0,13,4,5,fort
40,38,11.59,0,0,13,3,1,très fort
38,38,19.0,0,0,18,2,0,fort
40,40,19.19,0,0,5,6,3,fort
37,32,10.19,0,0,12,1,5,fort
32,31,19.69,0,0,0,0,3,fort
40,38,16.07,1,0,13,4,4,fort
34,29,17.54,2,2,13,0,3,fort
31,31,16.16,0,0,9,1,1,fort
31,27,19.66,0,2,16,3,2,fort
39,36,10.9,1,2,9,0,3,fort
34,31,19.73,0,1,11,5,3,fort
35,34,19.17,1,0,10,2,3,fort
35,30,13.82,1,2,15,5,2,fort
30,30,13.04,0,0,11,0,3,fort
39,34,16.36,2,2,11,5,4,fort
40,38,14.23,1,0,15,0,1,fort
40,39,15.03,1,0,13,5,5,fort
39,38,10.05,1,0,17,2,0,fort
38,38,10.25,0,0,3,5,4,très fort
36,34,18.81,2,0,11,3,4,fort
39,38,11.81,0,1,2,6,3,très fort
40,38,10.24,0,2,10,0,4,fort
37,35,19.08,2,0,4,4,3,fort
39,39,17.34,0,0,12,3,3,fort
34,33,10.76,1,0,2,3,5,fort
40,37,13.62,2,1,4,6,2,fort
39,37,14.3,0,1,17,4,3,très fort
33,29,18.42,0,1,14,1,3,fort
38,36,14.21,2,0,9,0,5,fort
40,39,19.83,1,0,9,6,3,fort
39,38,16.71,0,1,2,6,5,fort
33,33,18.47,0,0,1,3,3,fort
39,39,15.59,0,0,3,4,0,fort
39,39,10.34,0,0,12,4,0,très fort
36,34,11.56,0,0,20,0,1,très fort
35,33,14.13,2,0,6,5,0,fort
30,28,13.0,0,2,5,6,2,fort
30,29,15.89,0,1,17,4,0,fort
34,31,12.73,2,0,3,3,0,fort
36,34,10.39,0,2,16,6,1,fort
35,34,11.3,1,0,7,2,3,fort
34,30,17.66,1,2,17,1,1,fort
40,35,19.75,2,1,7,0,5,fort
32,28,16.44,0,1,1,6,1,fort
37,32,17.21,1,1,12,1,5,fort
38,37,13.36,0,1,10,2,2,très fort
37,34,18.41,1,1,19,5,4,fort
38,35,19.78,2,1,18,0,2,fort
37,36,11.12,1,0,1,2,3,fort
38,37,12.32,1,0,3,1,2,fort
35,33,12.19,0,0,13,6,0,fort
31,29,16.73,0,0,4,4,4,fort
39,39,10.34,0,0,11,2,2,très fort
38,34,10.24,1,2,19,5,3,fort
39,35,17.39,2,2,7,6,0,fort
37,33,10.9,0,1,0,2,0,fort
37,37,12.31,0,0,7,2,4,très fort
38,34,10.78,0,2,15,5,4,fort
30,29,15.21,0,0,2,0,0,fort
31,30,17.09,1,0,10,4,1,fort
35,34,11.38,0,0,13,3,0,fort
39,39,18.12,0,0,0,3,0,fort
33,31,11.88,0,1,18,2,4,fort
31,31,17.86,0,0,5,2,2,fort
38,34,11.12,1,2,9,3,2,fort
40,38,18.0,2,0,9,3,5,fort
31,30,15.82,0,1,8,3,4,fort
34,34,14.51,0,0,7,4,3,fort
39,37,12.15,2,0,5,5,3,fort
38,34,17.7,2,2,16,6,5,fort
31,31,17.42,0,0,4,6,2,fort
40,36,18.13,1,0,6,6,3,fort
30,29,17.05,0,0,7,6,1,fort
40,39,12.99,0,0,10,0,1,très fort
33,33,12.23,0,0,7,0,4,fort
31,29,17.41,1,1,20,1,0,fort
38,37,14.65,0,0,16,5,1,très fort
38,38,15.68,0,0,6,2,2,fort
40,40,16.66,0,0,14,2,1,fort
30,30,19.08,0,0,17,2,1,fort
34,34,13.55,0,0,18,1,1,fort
30,29,14.76,0,1,6,0,0,fort
37,32,12.76,2,2,15,3,5,fort
30,29,15.52,1,0,10,0,5,fort
36,33,19.77,1,1,11,2,1,fort
32,31,14.61,1,0,7,2,2,fort
35,35,17.34,0,0,9,2,3,fort
31,30,16.72,1,0,10,4,0,fort
31,29,12.46,1,1,6,1,3,fort
40,39,11.14,1,0,4,0,0,fort
35,34,18.17,0,0,10,1,1,fort
38,36,16.24,2,0,13,6,1,fort
33,32,19.41,0,1,3,1,5,fort
30,27,14.28,0,0,3,4,2,fort
36,35,14.32,1,0,16,0,0,fort
39,39,11.54,0,0,7,4,0,très fort
37,37,15.69,0,0,19,4,5,fort
37,35,13.32,1,1,6,3,0,fort
31,29,12.4,1,1,19,6,1,fort
32,31,15.39,1,0,18,0,2,fort
37,35,17.67,1,1,13,5,4,fort
31,31,18.67,0,0,9,6,0,fort
33,33,14.41,0,0,13,2,0,fort
37,32,18.38,1,0,2,1,4,fort
35,34,15.82,0,1,15,0,5,fort
37,33,19.28,1,1,11,6,4,fort
38,37,13.25,0,0,6,3,3,très fort
38,35,15.02,0,2,2,0,4,fort
36,35,14.86,1,0,10,0,2,fort
38,37,18.75,0,0,5,2,1,fort
37,37,18.86,0,0,7,4,3,fort
36,35,17.45,0,1,6,6,4,fort
33,31,12.5,2,0,6,5,1,fort
35,34,17.61,0,0,0,4,1,fort
40,40,12.4,0,0,0,2,0,très fort
30,27,11.57,0,1,7,1,3,fort
31,29,18.94,2,0,3,5,4,fort
40,37,10.64,2,1,9,5,1,fort
39,39,15.17,0,0,15,3,0,fort
38,36,15.05,1,1,4,6,1,fort
30,28,18.18,1,0,7,0,1,fort
30,26,10.3,2,2,15,4,2,fort
38,38,16.04,0,0,18,5,5,fort
38,36,10.35,0,0,19,0,0,très fort
31,31,16.84,0,0,2,5,2,fort
40,40,19.27,0,0,3,4,5,fort
40,39,17.77,1,0,9,5,2,fort
32,29,16.09,2,0,16,5,1,fort
38,36,15.16,2,0,9,4,4,fort
31,31,10.2,0,0,8,5,4,fort
35,33,15.4,2,0,9,6,3,fort
30,28,15.95,2,0,9,2,2,fort
36,35,16.99,0,0,6,2,5,fort
32,30,13.54,2,0,13,3,5,fort
36,33,13.11,1,1,12,6,5,fort
31,29,16.04,1,0,14,1,1,fort
38,38,18.45,0,0,9,2,2,fort
35,30,13.02,2,1,20,2,4,fort
32,31,14.37,0,1,12,0,5,fort
36,36,16.28,0,0,8,3,0,fort
40,38,15.65,1,0,6,3,5,fort
32,30,17.85,1,0,1,6,5,fort
31,31,19.42,0,0,13,3,0,fort
37,36,14.03,0,1,20,4,2,très fort
30,28,16.08,1,0,16,3,4,fort
38,34,17.12,2,1,6,5,1,fort
40,38,14.68,0,2,0,5,1,fort
36,34,12.15,1,1,13,0,4,fort
38,36,16.88,2,0,13,6,4,fort
40,38,16.46,1,0,10,1,5,fort
34,33,16.99,0,0,1,3,2,fort
39,38,11.95,0,0,11,0,3,très fort
40,35,10.27,0,2,15,6,1,fort
37,33,15.26,1,1,18,6,3,fort
32,28,14.97,2,2,7,6,5,fort
30,29,14.47,0,0,20,3,1,fort
32,32,13.04,0,0,6,1,4,fort
32,30,10.04,0,0,12,2,1,fort
35,33,17.5,0,2,20,6,2,fort
38,36,17.82,0,2,1,5,2,fort
34,34,19.86,0,0,12,1,1,fort
34,30,12.03,0,2,3,0,1,fort
36,36,19.49,0,0,11,6,0,fort
32,32,12.34,0,0,19,6,5,fort
39,36,16.51,1,2,12,4,4,fort
33,32,10.21,1,0,19,2,5,fort
34,32,12.6,2,0,10,6,3,fort
30,30,15.53,0,0,12,0,4,fort
36,33,17.97,0,1,7,6,1,fort
31,31,18.09,0,0,8,3,5,fort
36,33,17.18,0,1,7,4,2,fort
34,31,17.57,0,1,0,0,0,fort
30,28,12.05,0,2,1,5,5,fort
34,31,10.4,2,1,17,5,2,fort
31,29,10.32,2,0,2,1,2,fort
39,39,19.9,0,0,1,3,1,fort
38,38,18.54,0,0,2,1,0,fort
34,31,12.05,2,0,8,2,0,fort
31,27,17.98,0,1,9,0,3,fort
39,38,15.53,1,0,1,1,0,fort
30,30,18.89,0,0,9,2,1,fort
39,37,13.41,2,0,4,4,4,fort
33,31,13.66,0,2,12,0,4,fort
40,35,15.54,0,0,20,1,0,fort
34,32,17.58,1,1,20,3,1,fort
31,29,12.66,0,1,13,1,4,fort
31,30,14.24,1,0,7,4,0,fort
39,35,12.92,0,0,16,6,1,fort
32,32,16.69,0,0,17,5,3,fort
36,34,14.88,0,2,18,4,2,fort
37,36,17.74,1,0,16,0,0,fort
34,31,10.28,2,0,15,4,2,fort
40,40,16.66,0,0,8,1,3,fort
33,29,17.51,1,1,6,3,5,fort
31,31,13.97,0,0,1,1,2,fort
33,29,18.01,0,0,19,3,5,fort
38,36,14.32,0,1,13,4,3,très fort
35,33,10.65,2,0,9,3,5,fort
32,29,17.81,1,1,18,5,5,fort
31,31,10.25,0,0,6,3,2,fort
36,32,13.47,2,2,10,2,4,fort
33,31,14.21,1,0,15,2,2,fort
30,28,10.31,1,1,14,3,3,fort
39,38,12.32,0,0,8,1,0,très fort
31,31,12.34,0,0,16,4,1,fort
39,36,19.48,1,2,17,3,4,fort
31,29,15.08,0,0,20,1,1,fort
39,37,17.21,0,2,15,2,5,fort
31,27,15.66,1,1,13,3,0,fort
40,40,12.42,0,0,19,6,4,très fort
37,34,14.84,0,0,15,5,0,très fort
38,35,13.55,0,1,6,5,3,très fort
36,36,19.85,0,0,9,3,0,fort
38,38,14.58,0,0,17,6,3,très fort
30,30,13.86,0,0,5,4,4,fort
39,38,18.33,1,0,0,1,3,fort
33,32,11.43,0,0,19,0,1,fort
37,33,19.21,0,1,14,3,5,fort
35,30,16.59,2,2,5,4,3,fort
40,37,19.72,0,0,8,5,0,fort
35,33,14.57,0,2,5,5,4,fort
38,36,12.63,2,0,19,5,1,fort
35,35,13.06,0,0,13,1,2,fort
34,30,11.06,1,1,0,2,0,fort
40,38,13.62,2,0,6,1,0,fort
38,36,15.43,2,0,14,0,5,fort
31,29,11.42,0,2,8,6,1,fort
34,32,12.3,0,1,10,2,2,fort
38,37,16.77,0,1,16,1,2,fort
30,28,18.41,2,0,6,5,0,fort
33,31,15.48,0,0,20,2,4,fort
32,30,11.65,2,0,18,5,4,fort
30,30,10.9,0,0,3,4,5,fort
30,30,10.29,0,0,6,1,0,fort
30,29,13.85,1,0,7,1,0,fort
37,37,14.24,0,0,20,2,0,très fort
36,35,14.23,1,0,8,1,2,fort
31,29,19.99,0,0,18,4,2,fort
30,26,19.84,2,2,20,5,2,fort
32,32,16.01,0,0,4,0,0,fort
40,38,12.11,2,0,10,0,3,fort
35,33,13.21,0,2,8,6,2,fort
31,30,18.89,0,1,11,2,0,fort
37,34,17.96,0,2,17,0,3,fort
36,33,15.14,0,0,9,2,3,fort
32,31,11.31,1,0,18,5,5,fort
40,35,19.53,0,1,4,6,5,fort
31,31,11.81,0,0,1,5,4,fort
33,29,18.46,2,2,12,2,5,fort
33,30,11.77,2,1,9,3,0,fort
40,39,14.75,0,1,15,0,3,très fort
33,31,16.19,2,0,7,1,1,fort
40,38,13.58,1,0,14,1,0,fort
40,38,13.74,0,1,18,3,3,très fort
37,36,10.31,0,0,6,5,4,très fort
38,38,13.95,0,0,12,1,2,très fort
36,35,15.34,0,0,17,5,2,fort
36,36,10.03,0,0,14,1,3,très fort
32,28,10.7,0,1,19,3,1,fort
39,38,17.88,0,1,13,5,1,fort
34,33,13.71,1,0,12,5,0,fort
31,30,14.7,0,0,16,3,0,fort
40,38,19.81,0,2,13,4,1,fort
33,33,17.58,0,0,2,2,5,fort
39,38,11.61,1,0,9,1,1,fort
34,34,15.25,0,0,11,0,1,fort
30,28,11.73,2,0,5,2,0,fort
37,35,10.17,1,1,6,2,3,fort
32,30,16.83,0,2,9,6,0,fort
34,31,13.24,2,1,16,5,0,fort
31,28,16.21,1,2,9,4,0,fort
38,34,10.75,2,2,7,1,0,fort
32,30,14.9,0,1,15,1,3,fort
35,35,19.6,0,0,0,5,3,fort
35,30,12.37,2,0,3,6,2,fort
37,32,13.17,1,2,0,4,4,fort
39,38,18.83,1,0,17,6,3,fort
34,31,19.86,2,1,1,0,1,fort
30,27,19.15,1,2,0,4,1,fort
31,31,12.55,0,0,16,5,0,fort
37,35,15.04,2,0,9,3,1,fort
40,36,18.67,0,0,1,5,0,fort
40,34,19.75,2,2,0,4,1,fort
39,38,12.05,0,0,12,3,5,très fort
31,29,15.07,2,0,2,0,2,fort
33,32,14.17,1,0,18,0,1,fort
35,33,14.8,1,0,9,1,5,fort
31,27,16.77,0,0,11,3,2,fort
31,29,18.25,2,0,10,4,2,fort
39,38,17.03,1,0,10,3,5,fort
40,38,15.27,1,1,4,6,1,fort
32,31,15.51,0,1,13,0,1,fort
33,32,15.61,1,0,9,6,3,fort
34,29,13.44,2,2,6,4,2,fort
38,33,16.86,2,2,9,1,5,fort
35,33,17.55,0,1,6,1,0,fort
40,40,18.01,0,0,13,2,4,fort
36,33,13.32,1,1,19,6,4,fort
36,32,16.56,2,1,7,2,5,fort
39,36,15.72,1,1,8,5,1,fort
35,33,16.51,2,0,18,4,5,fort
33,30,10.67,2,1,20,2,0,fort
36,34,14.64,0,1,18,1,0,très fort
33,32,13.41,0,0,2,5,3,fort
39,34,16.06,0,1,1,3,0,fort
36,36,10.24,0,0,5,6,5,très fort
39,39,10.34,0,0,10,3,1,très fort
35,33,13.25,1,0,1,5,2,fort
31,31,14.59,0,0,7,0,4,fort
34,32,18.69,0,0,10,4,1,fort
40,39,19.05,0,0,14,6,0,fort
33,33,18.88,0,0,19,5,2,fort
35,34,15.89,1,0,0,4,0,fort
33,32,10.4,1,0,18,3,3,fort
33,32,11.67,1,0,20,5,4,fort
37,36,13.08,1,0,17,3,0,fort
39,37,15.12,1,0,13,6,1,fort
36,34,19.66,0,0,14,1,5,fort
40,34,17.32,0,2,12,0,1,fort
38,36,16.37,0,1,14,0,4,fort
30,30,14.0,0,0,15,0,1,fort
40,38,15.16,0,2,2,6,5,fort
31,27,10.44,2,2,19,3,0,fort
35,34,14.56,0,1,19,1,3,fort
31,29,15.01,0,0,9,4,2,fort
35,34,13.14,0,0,13,6,0,fort
35,32,19.59,2,1,3,3,2,fort
34,32,15.63,1,1,6,6,0,fort
31,31,11.17,0,0,11,6,1,fort
36,35,11.59,1,0,16,0,1,fort
31,30,14.62,0,1,6,2,4,fort
33,31,15.4,0,2,18,3,5,fort
37,37,19.73,0,0,9,2,1,fort
36,36,19.94,0,0,19,0,2,fort
33,30,14.02,2,0,5,2,2,fort
34,29,10.45,0,2,10,4,5,fort
31,29,14.12,2,0,18,0,0,fort
38,35,15.22,2,0,7,6,1,fort
36,34,18.17,1,1,18,2,1,fort
36,36,17.54,0,0,2,4,0,fort
36,35,15.3,1,0,15,2,2,fort
37,36,14.2,1,0,14,5,2,fort
30,30,17.16,0,0,10,4,0,fort
